GeoFips,GeoName,LineCode,Description,2020
28000,Mississippi,37,      Air transportation,26.3
28000,Mississippi,38,      Rail transportation,263.3
28000,Mississippi,39,      Water transportation,139.9
28000,Mississippi,40,      Truck transportation,1556.4
28000,Mississippi,41,      Transit and ground passenger transportation,53.3
28000,Mississippi,42,      Pipeline transportation,159.7
28000,Mississippi,43,      Other transportation and support activities,665.2
28000,Mississippi,44,      Warehousing and storage,941.5
28000,Mississippi,45,    Information,2546.5
28000,Mississippi,46,      Publishing industries (except Internet),247.1
28000,Mississippi,47,      Motion picture and sound recording industries,47.2
28000,Mississippi,48,      Broadcasting (except Internet) and telecommunications,2052.8
28000,Mississippi,49,"      Data processing, hosting, and other information services",209
28000,Mississippi,50,"    Finance, insurance, real estate, rental, and leasing",15805.9
28000,Mississippi,51,      Finance and insurance,4356
28000,Mississippi,52,"        Monetary Authorities- central bank, credit intermediation, and related services",1961.3
28000,Mississippi,53,"        Securities, commodity contracts, and other financial investments and related activities",146.3
28000,Mississippi,54,        Insurance carriers and related activities,2293
28000,Mississippi,55,"        Funds, trusts, and other financial vehicles",29.3
28000,Mississippi,56,      Real estate and rental and leasing,11487.8
28000,Mississippi,57,        Real estate,10413.8
28000,Mississippi,58,        Rental and leasing services and lessors of nonfinancial intangible assets,1060.4
28000,Mississippi,59,    Professional and business services,7424.3
28000,Mississippi,60,"      Professional, scientific, and technical services",3227.3
28000,Mississippi,61,        Legal services,728.9
28000,Mississippi,62,        Computer systems design and related services,648.1
28000,Mississippi,63,"        Miscellaneous professional, scientific, and technical services",1898.9
28000,Mississippi,64,      Management of companies and enterprises,1550.5
28000,Mississippi,65,      Administrative and support and waste management and remediation services,2682.7
28000,Mississippi,66,        Administrative and support services,2404.7
28000,Mississippi,67,        Waste management and remediation services,274.4
28000,Mississippi,68,"    Educational services, health care, and social assistance",8463.4
28000,Mississippi,69,      Educational services,654.1
28000,Mississippi,70,      Health care and social assistance,7824.2
28000,Mississippi,71,        Ambulatory health care services,4551.2
28000,Mississippi,72,        Hospitals,1886.7
28000,Mississippi,73,        Nursing and residential care facilities,791.3
28000,Mississippi,74,        Social assistance,613.7
28000,Mississippi,75,"    Arts, entertainment, recreation, accommodation, and food services",3466.7
28000,Mississippi,76,"      Arts, entertainment, and recreation",359.2
28000,Mississippi,77,"        Performing arts, spectator sports, museums, and related activities",77.3
28000,Mississippi,78,"        Amusement, gambling, and recreation industries",281.2
28000,Mississippi,79,      Accommodation and food services,3100.9
28000,Mississippi,80,        Accommodation,1024.4
28000,Mississippi,81,        Food services and drinking places,2064.3
28000,Mississippi,82,    Other services (except government and government enterprises),2017
28000,Mississippi,83,  Government and government enterprises,16804.2
28000,Mississippi,84,    Federal civilian,3187.3
28000,Mississippi,85,    Military,1998.1
28000,Mississippi,86,    State and local,11637.6
28000,Mississippi,,Addenda:,
28000,Mississippi,87,Natural resources and mining,3695
28000,Mississippi,88,Trade,13782.3
28000,Mississippi,89,Transportation and utilities,6842.9
28000,Mississippi,90,Manufacturing and information,18525.3
28000,Mississippi,91,Private goods-producing industries 2/,22527.4
28000,Mississippi,92,Private services-providing industries 3/,60268.6
29000,Missouri,1,All industry total,282654.2
29000,Missouri,2,  Private industries,250510.6
29000,Missouri,3,"    Agriculture, forestry, fishing and hunting",5682.6
29000,Missouri,4,      Farms,5340.7
29000,Missouri,5,"      Forestry, fishing, and related activities",393
29000,Missouri,6,"    Mining, quarrying, and oil and gas extraction",1111.7
29000,Missouri,7,      Oil and gas extraction,9.7
29000,Missouri,8,      Mining (except oil and gas),1072.1
29000,Missouri,9,      Support activities for mining,37.8
29000,Missouri,10,    Utilities,4730.2
29000,Missouri,11,    Construction,10404.4
29000,Missouri,12,    Manufacturing,34384.4
29000,Missouri,13,      Durable goods manufacturing,17001.9
29000,Missouri,14,        Wood product manufacturing,466.9
29000,Missouri,15,        Nonmetallic mineral product manufacturing,1044.7
29000,Missouri,16,        Primary metal manufacturing,1189.7
29000,Missouri,17,        Fabricated metal product manufacturing,2390.8
29000,Missouri,18,        Machinery manufacturing,2188.2
29000,Missouri,19,        Computer and electronic product manufacturing,2388.1
29000,Missouri,20,"        Electrical equipment, appliance, and component manufacturing",1564
29000,Missouri,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",3760.2
29000,Missouri,22,        Other transportation equipment manufacturing,731.1
29000,Missouri,23,        Furniture and related product manufacturing,452.8
29000,Missouri,24,        Miscellaneous manufacturing,922.7
29000,Missouri,25,      Nondurable goods manufacturing,17363.5
29000,Missouri,26,        Food and beverage and tobacco product manufacturing,7014.4
29000,Missouri,27,        Textile mills and textile product mills,147.7
29000,Missouri,28,"        Apparel, leather, and allied product manufacturing",141.8
29000,Missouri,29,        Paper manufacturing,1198.6
29000,Missouri,30,        Printing and related support activities,1131.8
29000,Missouri,31,        Petroleum and coal products manufacturing,924
29000,Missouri,32,        Chemical manufacturing,5375.1
29000,Missouri,33,        Plastics and rubber products manufacturing,1671.6
29000,Missouri,34,    Wholesale trade,19399.9
29000,Missouri,35,    Retail trade,18146.2
29000,Missouri,36,    Transportation and warehousing,8070.4
29000,Missouri,37,      Air transportation,295.2
29000,Missouri,38,      Rail transportation,1271.7
29000,Missouri,39,      Water transportation,79.6
29000,Missouri,40,      Truck transportation,3164.9
29000,Missouri,41,      Transit and ground passenger transportation,340.2
29000,Missouri,42,      Pipeline transportation,70
29000,Missouri,43,      Other transportation and support activities,1606.4
29000,Missouri,44,      Warehousing and storage,1180.3
29000,Missouri,45,    Information,12280.5
29000,Missouri,46,      Publishing industries (except Internet),1897.5
29000,Missouri,47,      Motion picture and sound recording industries,244.2
29000,Missouri,48,      Broadcasting (except Internet) and telecommunications,6198.9
29000,Missouri,49,"      Data processing, hosting, and other information services",3929.9
29000,Missouri,50,"    Finance, insurance, real estate, rental, and leasing",53879.2
29000,Missouri,51,      Finance and insurance,21071
29000,Missouri,52,"        Monetary Authorities- central bank, credit intermediation, and related services",8102.9
29000,Missouri,53,"        Securities, commodity contracts, and other financial investments and related activities",3426.9
29000,Missouri,54,        Insurance carriers and related activities,9561.9
29000,Missouri,55,"        Funds, trusts, and other financial vehicles",97.8
29000,Missouri,56,      Real estate and rental and leasing,32664
29000,Missouri,57,        Real estate,28831.6
29000,Missouri,58,        Rental and leasing services and lessors of nonfinancial intangible assets,3597.6
29000,Missouri,59,    Professional and business services,39863.3
29000,Missouri,60,"      Professional, scientific, and technical services",21355.7
29000,Missouri,61,        Legal services,3464.4
29000,Missouri,62,        Computer systems design and related services,6676.1
29000,Missouri,63,"        Miscellaneous professional, scientific, and technical services",11461.8
29000,Missouri,64,      Management of companies and enterprises,10057.3
29000,Missouri,65,      Administrative and support and waste management and remediation services,8488
29000,Missouri,66,        Administrative and support services,7889.6
29000,Missouri,67,        Waste management and remediation services,599.2
29000,Missouri,68,"    Educational services, health care, and social assistance",29305.4
29000,Missouri,69,      Educational services,3375.6
29000,Missouri,70,      Health care and social assistance,25963.8
29000,Missouri,71,        Ambulatory health care services,11469.5
29000,Missouri,72,        Hospitals,9958.4
29000,Missouri,73,        Nursing and residential care facilities,2485.4
29000,Missouri,74,        Social assistance,2096.5
29000,Missouri,75,"    Arts, entertainment, recreation, accommodation, and food services",8393
29000,Missouri,76,"      Arts, entertainment, and recreation",2247.5
29000,Missouri,77,"        Performing arts, spectator sports, museums, and related activities",1329.3
29000,Missouri,78,"        Amusement, gambling, and recreation industries",917.5
29000,Missouri,79,      Accommodation and food services,6118.8
29000,Missouri,80,        Accommodation,1286.4
29000,Missouri,81,        Food services and drinking places,4806.1
29000,Missouri,82,    Other services (except government and government enterprises),5700.8
29000,Missouri,83,  Government and government enterprises,32193.6
29000,Missouri,84,    Federal civilian,7387.1
29000,Missouri,85,    Military,2438.1
29000,Missouri,86,    State and local,22427.5
29000,Missouri,,Addenda:,
29000,Missouri,87,Natural resources and mining,6767.1
29000,Missouri,88,Trade,37517.3
29000,Missouri,89,Transportation and utilities,12780.3
29000,Missouri,90,Manufacturing and information,46662.2
29000,Missouri,91,Private goods-producing industries 2/,51230.6
29000,Missouri,92,Private services-providing industries 3/,199319.1
30000,Montana,1,All industry total,46158.1
30000,Montana,2,  Private industries,39679.3
30000,Montana,3,"    Agriculture, forestry, fishing and hunting",2795.8
30000,Montana,4,      Farms,2526.1
30000,Montana,5,"      Forestry, fishing, and related activities",268
30000,Montana,6,"    Mining, quarrying, and oil and gas extraction",2480.1
30000,Montana,7,      Oil and gas extraction,1032
30000,Montana,8,      Mining (except oil and gas),1426
30000,Montana,9,      Support activities for mining,195.8
30000,Montana,10,    Utilities,1016.1
30000,Montana,11,    Construction,2142
30000,Montana,12,    Manufacturing,3397.8
30000,Montana,13,      Durable goods manufacturing,922.2
30000,Montana,14,        Wood product manufacturing,186.7
30000,Montana,15,        Nonmetallic mineral product manufacturing,136.5
30000,Montana,16,        Primary metal manufacturing,36.7
30000,Montana,17,        Fabricated metal product manufacturing,155.9
30000,Montana,18,        Machinery manufacturing,99
30000,Montana,19,        Computer and electronic product manufacturing,113.6
30000,Montana,20,"        Electrical equipment, appliance, and component manufacturing",15.2
30000,Montana,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",36
30000,Montana,22,        Other transportation equipment manufacturing,4.2
30000,Montana,23,        Furniture and related product manufacturing,27.5
30000,Montana,24,        Miscellaneous manufacturing,145.9
30000,Montana,25,      Nondurable goods manufacturing,2545.4
30000,Montana,26,        Food and beverage and tobacco product manufacturing,292.5
30000,Montana,27,        Textile mills and textile product mills,7.5
30000,Montana,28,"        Apparel, leather, and allied product manufacturing",6.4
30000,Montana,29,        Paper manufacturing,4
30000,Montana,30,        Printing and related support activities,54
30000,Montana,31,        Petroleum and coal products manufacturing,2063.8
30000,Montana,32,        Chemical manufacturing,170
30000,Montana,33,        Plastics and rubber products manufacturing,33.3
30000,Montana,34,    Wholesale trade,2578.3
30000,Montana,35,    Retail trade,3245.7
30000,Montana,36,    Transportation and warehousing,1600.6
30000,Montana,37,      Air transportation,26.5
30000,Montana,38,      Rail transportation,662
30000,Montana,39,      Water transportation,0.8
30000,Montana,40,      Truck transportation,407.2
30000,Montana,41,      Transit and ground passenger transportation,49.8
30000,Montana,42,      Pipeline transportation,126.2
30000,Montana,43,      Other transportation and support activities,289.2
30000,Montana,44,      Warehousing and storage,15.6
30000,Montana,45,    Information,1342.9
30000,Montana,46,      Publishing industries (except Internet),269.9
30000,Montana,47,      Motion picture and sound recording industries,80.9
30000,Montana,48,      Broadcasting (except Internet) and telecommunications,853.1
30000,Montana,49,"      Data processing, hosting, and other information services",139.4
30000,Montana,50,"    Finance, insurance, real estate, rental, and leasing",8128.7
30000,Montana,51,      Finance and insurance,1914.3
30000,Montana,52,"        Monetary Authorities- central bank, credit intermediation, and related services",928.9
30000,Montana,53,"        Securities, commodity contracts, and other financial investments and related activities",189.2
30000,Montana,54,        Insurance carriers and related activities,815.6
30000,Montana,55,"        Funds, trusts, and other financial vehicles",2.2
30000,Montana,56,      Real estate and rental and leasing,6217.4
30000,Montana,57,        Real estate,5662
30000,Montana,58,        Rental and leasing services and lessors of nonfinancial intangible assets,539.7
30000,Montana,59,    Professional and business services,3791.2
30000,Montana,60,"      Professional, scientific, and technical services",2546.5
30000,Montana,61,        Legal services,329.1
30000,Montana,62,        Computer systems design and related services,634
30000,Montana,63,"        Miscellaneous professional, scientific, and technical services",1616.9
30000,Montana,64,      Management of companies and enterprises,263.5
30000,Montana,65,      Administrative and support and waste management and remediation services,987.4
30000,Montana,66,        Administrative and support services,877
30000,Montana,67,        Waste management and remediation services,110.7
30000,Montana,68,"    Educational services, health care, and social assistance",4792.6
30000,Montana,69,      Educational services,206.4
30000,Montana,70,      Health care and social assistance,4589.2
30000,Montana,71,        Ambulatory health care services,1864.5
30000,Montana,72,        Hospitals,2091
30000,Montana,73,        Nursing and residential care facilities,383.6
30000,Montana,74,        Social assistance,254.2
30000,Montana,75,"    Arts, entertainment, recreation, accommodation, and food services",1735.1
30000,Montana,76,"      Arts, entertainment, and recreation",448.1
30000,Montana,77,"        Performing arts, spectator sports, museums, and related activities",82.7
30000,Montana,78,"        Amusement, gambling, and recreation industries",365.2
30000,Montana,79,      Accommodation and food services,1287.3
30000,Montana,80,        Accommodation,472.8
30000,Montana,81,        Food services and drinking places,812.2
30000,Montana,82,    Other services (except government and government enterprises),874.4
30000,Montana,83,  Government and government enterprises,6481.1
30000,Montana,84,    Federal civilian,1608.5
30000,Montana,85,    Military,495.2
30000,Montana,86,    State and local,4382.5
30000,Montana,,Addenda:,
30000,Montana,87,Natural resources and mining,5287.8
30000,Montana,88,Trade,5817.2
30000,Montana,89,Transportation and utilities,2610.2
30000,Montana,90,Manufacturing and information,4719.4
30000,Montana,91,Private goods-producing industries 2/,10711.3
30000,Montana,92,Private services-providing industries 3/,28953.6
31000,Nebraska,1,All industry total,117664.9
31000,Nebraska,2,  Private industries,104111.3
31000,Nebraska,3,"    Agriculture, forestry, fishing and hunting",10165.9
31000,Nebraska,4,      Farms,9831
31000,Nebraska,5,"      Forestry, fishing, and related activities",328
31000,Nebraska,6,"    Mining, quarrying, and oil and gas extraction",208.5
31000,Nebraska,7,      Oil and gas extraction,22.2
31000,Nebraska,8,      Mining (except oil and gas),140.4
31000,Nebraska,9,      Support activities for mining,48.5
31000,Nebraska,10,    Utilities,2403.3
31000,Nebraska,11,    Construction,4232.9
31000,Nebraska,12,    Manufacturing,13197
31000,Nebraska,13,      Durable goods manufacturing,5373.8
31000,Nebraska,14,        Wood product manufacturing,123.7
31000,Nebraska,15,        Nonmetallic mineral product manufacturing,329.8
31000,Nebraska,16,        Primary metal manufacturing,350.1
31000,Nebraska,17,        Fabricated metal product manufacturing,778.1
31000,Nebraska,18,        Machinery manufacturing,898.2
31000,Nebraska,19,        Computer and electronic product manufacturing,581.8
31000,Nebraska,20,"        Electrical equipment, appliance, and component manufacturing",212.2
31000,Nebraska,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",630.6
31000,Nebraska,22,        Other transportation equipment manufacturing,106.6
31000,Nebraska,23,        Furniture and related product manufacturing,86.7
31000,Nebraska,24,        Miscellaneous manufacturing,1359
31000,Nebraska,25,      Nondurable goods manufacturing,7817.8
31000,Nebraska,26,        Food and beverage and tobacco product manufacturing,4826.7
31000,Nebraska,27,        Textile mills and textile product mills,37
31000,Nebraska,28,"        Apparel, leather, and allied product manufacturing",64.9
31000,Nebraska,29,        Paper manufacturing,126.4
31000,Nebraska,30,        Printing and related support activities,164.6
31000,Nebraska,31,        Petroleum and coal products manufacturing,18.2
31000,Nebraska,32,        Chemical manufacturing,2223.7
31000,Nebraska,33,        Plastics and rubber products manufacturing,317.1
31000,Nebraska,34,    Wholesale trade,7218.3
31000,Nebraska,35,    Retail trade,6219
31000,Nebraska,36,    Transportation and warehousing,6462.7
31000,Nebraska,37,      Air transportation,36.4
31000,Nebraska,38,      Rail transportation,2600
31000,Nebraska,39,      Water transportation,0.1
31000,Nebraska,40,      Truck transportation,2167
31000,Nebraska,41,      Transit and ground passenger transportation,56.6
31000,Nebraska,42,      Pipeline transportation,721.7
31000,Nebraska,43,      Other transportation and support activities,521.1
31000,Nebraska,44,      Warehousing and storage,347.1
31000,Nebraska,45,    Information,4616.8
31000,Nebraska,46,      Publishing industries (except Internet),1230.8
31000,Nebraska,47,      Motion picture and sound recording industries,25.5
31000,Nebraska,48,      Broadcasting (except Internet) and telecommunications,1668.5
31000,Nebraska,49,"      Data processing, hosting, and other information services",1672.3
31000,Nebraska,50,"    Finance, insurance, real estate, rental, and leasing",24629.2
31000,Nebraska,51,      Finance and insurance,13739.3
31000,Nebraska,52,"        Monetary Authorities- central bank, credit intermediation, and related services",2236.2
31000,Nebraska,53,"        Securities, commodity contracts, and other financial investments and related activities",572
31000,Nebraska,54,        Insurance carriers and related activities,11354
31000,Nebraska,55,"        Funds, trusts, and other financial vehicles",19
31000,Nebraska,56,      Real estate and rental and leasing,10824.8
31000,Nebraska,57,        Real estate,10020
31000,Nebraska,58,        Rental and leasing services and lessors of nonfinancial intangible assets,805.3
31000,Nebraska,59,    Professional and business services,11323.3
31000,Nebraska,60,"      Professional, scientific, and technical services",5230.6
31000,Nebraska,61,        Legal services,792.1
31000,Nebraska,62,        Computer systems design and related services,1661.3
31000,Nebraska,63,"        Miscellaneous professional, scientific, and technical services",2816.6
31000,Nebraska,64,      Management of companies and enterprises,3101.3
31000,Nebraska,65,      Administrative and support and waste management and remediation services,3006.1
31000,Nebraska,66,        Administrative and support services,2765.2
31000,Nebraska,67,        Waste management and remediation services,241.9
31000,Nebraska,68,"    Educational services, health care, and social assistance",9262.3
31000,Nebraska,69,      Educational services,786.5
31000,Nebraska,70,      Health care and social assistance,8489.1
31000,Nebraska,71,        Ambulatory health care services,4397.5
31000,Nebraska,72,        Hospitals,2535.1
31000,Nebraska,73,        Nursing and residential care facilities,1041
31000,Nebraska,74,        Social assistance,563.2
31000,Nebraska,75,"    Arts, entertainment, recreation, accommodation, and food services",2343.4
31000,Nebraska,76,"      Arts, entertainment, and recreation",464.2
31000,Nebraska,77,"        Performing arts, spectator sports, museums, and related activities",180.1
31000,Nebraska,78,"        Amusement, gambling, and recreation industries",283.7
31000,Nebraska,79,      Accommodation and food services,1877.8
31000,Nebraska,80,        Accommodation,304.7
31000,Nebraska,81,        Food services and drinking places,1569.3
31000,Nebraska,82,    Other services (except government and government enterprises),1987.1
31000,Nebraska,83,  Government and government enterprises,13591.9
31000,Nebraska,84,    Federal civilian,1893.7
31000,Nebraska,85,    Military,942.3
31000,Nebraska,86,    State and local,10770.7
31000,Nebraska,,Addenda:,
31000,Nebraska,87,Natural resources and mining,10375.1
31000,Nebraska,88,Trade,13438.2
31000,Nebraska,89,Transportation and utilities,8863
31000,Nebraska,90,Manufacturing and information,17697.2
31000,Nebraska,91,Private goods-producing industries 2/,28007.7
31000,Nebraska,92,Private services-providing industries 3/,76245.8
32000,Nevada,1,All industry total,145219.1
32000,Nevada,2,  Private industries,129315.8
32000,Nevada,3,"    Agriculture, forestry, fishing and hunting",522.9
32000,Nevada,4,      Farms,499.5
32000,Nevada,5,"      Forestry, fishing, and related activities",34.2
32000,Nevada,6,"    Mining, quarrying, and oil and gas extraction",4717.8
32000,Nevada,7,      Oil and gas extraction,12
32000,Nevada,8,      Mining (except oil and gas),4449.5
32000,Nevada,9,      Support activities for mining,283.8
32000,Nevada,10,    Utilities,2254.4
32000,Nevada,11,    Construction,9756
32000,Nevada,12,    Manufacturing,7905.1
32000,Nevada,13,      Durable goods manufacturing,5859.3
32000,Nevada,14,        Wood product manufacturing,91.2
32000,Nevada,15,        Nonmetallic mineral product manufacturing,498.3
32000,Nevada,16,        Primary metal manufacturing,238.6
32000,Nevada,17,        Fabricated metal product manufacturing,601.1
32000,Nevada,18,        Machinery manufacturing,160.5
32000,Nevada,19,        Computer and electronic product manufacturing,542.2
32000,Nevada,20,"        Electrical equipment, appliance, and component manufacturing",1379.8
32000,Nevada,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",72
32000,Nevada,22,        Other transportation equipment manufacturing,77.4
32000,Nevada,23,        Furniture and related product manufacturing,158
32000,Nevada,24,        Miscellaneous manufacturing,2040.4
32000,Nevada,25,      Nondurable goods manufacturing,2045.4
32000,Nevada,26,        Food and beverage and tobacco product manufacturing,670.8
32000,Nevada,27,        Textile mills and textile product mills,39
32000,Nevada,28,"        Apparel, leather, and allied product manufacturing",9
32000,Nevada,29,        Paper manufacturing,136.3
32000,Nevada,30,        Printing and related support activities,279.7
32000,Nevada,31,        Petroleum and coal products manufacturing,147.3
32000,Nevada,32,        Chemical manufacturing,431.8
32000,Nevada,33,        Plastics and rubber products manufacturing,316.1
32000,Nevada,34,    Wholesale trade,6820.6
32000,Nevada,35,    Retail trade,11570.7
32000,Nevada,36,    Transportation and warehousing,5022.7
32000,Nevada,37,      Air transportation,891.1
32000,Nevada,38,      Rail transportation,136.6
32000,Nevada,39,      Water transportation,2.2
32000,Nevada,40,      Truck transportation,824.2
32000,Nevada,41,      Transit and ground passenger transportation,356.6
32000,Nevada,42,      Pipeline transportation,5.9
32000,Nevada,43,      Other transportation and support activities,1112.1
32000,Nevada,44,      Warehousing and storage,1687.6
32000,Nevada,45,    Information,5744
32000,Nevada,46,      Publishing industries (except Internet),916.2
32000,Nevada,47,      Motion picture and sound recording industries,212.5
32000,Nevada,48,      Broadcasting (except Internet) and telecommunications,3499.1
32000,Nevada,49,"      Data processing, hosting, and other information services",1191.4
32000,Nevada,50,"    Finance, insurance, real estate, rental, and leasing",29980
32000,Nevada,51,      Finance and insurance,8059.4
32000,Nevada,52,"        Monetary Authorities- central bank, credit intermediation, and related services",3571.3
32000,Nevada,53,"        Securities, commodity contracts, and other financial investments and related activities",325.2
32000,Nevada,54,        Insurance carriers and related activities,4484.6
32000,Nevada,55,"        Funds, trusts, and other financial vehicles",83
32000,Nevada,56,      Real estate and rental and leasing,21763.5
32000,Nevada,57,        Real estate,19061.1
32000,Nevada,58,        Rental and leasing services and lessors of nonfinancial intangible assets,2479.9
32000,Nevada,59,    Professional and business services,17265.5
32000,Nevada,60,"      Professional, scientific, and technical services",7577.6
32000,Nevada,61,        Legal services,1381
32000,Nevada,62,        Computer systems design and related services,1187.8
32000,Nevada,63,"        Miscellaneous professional, scientific, and technical services",5067
32000,Nevada,64,      Management of companies and enterprises,4878.8
32000,Nevada,65,      Administrative and support and waste management and remediation services,4871.6
32000,Nevada,66,        Administrative and support services,4518.8
32000,Nevada,67,        Waste management and remediation services,355.6
32000,Nevada,68,"    Educational services, health care, and social assistance",10547.7
32000,Nevada,69,      Educational services,755
32000,Nevada,70,      Health care and social assistance,9803.4
32000,Nevada,71,        Ambulatory health care services,5735.5
32000,Nevada,72,        Hospitals,2921.1
32000,Nevada,73,        Nursing and residential care facilities,585.9
32000,Nevada,74,        Social assistance,573.2
32000,Nevada,75,"    Arts, entertainment, recreation, accommodation, and food services",15671.2
32000,Nevada,76,"      Arts, entertainment, and recreation",3192
32000,Nevada,77,"        Performing arts, spectator sports, museums, and related activities",1756.4
32000,Nevada,78,"        Amusement, gambling, and recreation industries",1441.1
32000,Nevada,79,      Accommodation and food services,12492.4
32000,Nevada,80,        Accommodation,8346.4
32000,Nevada,81,        Food services and drinking places,4086.2
32000,Nevada,82,    Other services (except government and government enterprises),2171.3
32000,Nevada,83,  Government and government enterprises,15901.2
32000,Nevada,84,    Federal civilian,2475.7
32000,Nevada,85,    Military,1497.1
32000,Nevada,86,    State and local,11947.3
32000,Nevada,,Addenda:,
32000,Nevada,87,Natural resources and mining,5249.5
32000,Nevada,88,Trade,18378.7
32000,Nevada,89,Transportation and utilities,7288.8
32000,Nevada,90,Manufacturing and information,13598.4
32000,Nevada,91,Private goods-producing industries 2/,23428.6
32000,Nevada,92,Private services-providing industries 3/,106054.4
33000,New Hampshire,1,All industry total,75543.1
33000,New Hampshire,2,  Private industries,68065.1
33000,New Hampshire,3,"    Agriculture, forestry, fishing and hunting",236.3
33000,New Hampshire,4,      Farms,164.1
33000,New Hampshire,5,"      Forestry, fishing, and related activities",77.4
33000,New Hampshire,6,"    Mining, quarrying, and oil and gas extraction",125.2
33000,New Hampshire,7,      Oil and gas extraction,0
33000,New Hampshire,8,      Mining (except oil and gas),118.9
33000,New Hampshire,9,      Support activities for mining,8.1
33000,New Hampshire,10,    Utilities,1228.1
33000,New Hampshire,11,    Construction,2039
33000,New Hampshire,12,    Manufacturing,8607.1
33000,New Hampshire,13,      Durable goods manufacturing,6519.7
33000,New Hampshire,14,        Wood product manufacturing,140.5
33000,New Hampshire,15,        Nonmetallic mineral product manufacturing,249.9
33000,New Hampshire,16,        Primary metal manufacturing,385.3
33000,New Hampshire,17,        Fabricated metal product manufacturing,1080.3
33000,New Hampshire,18,        Machinery manufacturing,788.5
33000,New Hampshire,19,        Computer and electronic product manufacturing,2574.2
33000,New Hampshire,20,"        Electrical equipment, appliance, and component manufacturing",621.8
33000,New Hampshire,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",112
33000,New Hampshire,22,        Other transportation equipment manufacturing,137.6
33000,New Hampshire,23,        Furniture and related product manufacturing,48.5
33000,New Hampshire,24,        Miscellaneous manufacturing,443.6
33000,New Hampshire,25,      Nondurable goods manufacturing,2084.1
33000,New Hampshire,26,        Food and beverage and tobacco product manufacturing,593.5
33000,New Hampshire,27,        Textile mills and textile product mills,145.3
33000,New Hampshire,28,"        Apparel, leather, and allied product manufacturing",47.7
33000,New Hampshire,29,        Paper manufacturing,72.5
33000,New Hampshire,30,        Printing and related support activities,166.3
33000,New Hampshire,31,        Petroleum and coal products manufacturing,146
33000,New Hampshire,32,        Chemical manufacturing,490.3
33000,New Hampshire,33,        Plastics and rubber products manufacturing,415.8
33000,New Hampshire,34,    Wholesale trade,5223.2
33000,New Hampshire,35,    Retail trade,5497.3
33000,New Hampshire,36,    Transportation and warehousing,1024.7
33000,New Hampshire,37,      Air transportation,72.4
33000,New Hampshire,38,      Rail transportation,7.5
33000,New Hampshire,39,      Water transportation,7.2
33000,New Hampshire,40,      Truck transportation,251.1
33000,New Hampshire,41,      Transit and ground passenger transportation,125.1
33000,New Hampshire,42,      Pipeline transportation,13.7
33000,New Hampshire,43,      Other transportation and support activities,347
33000,New Hampshire,44,      Warehousing and storage,182.4
33000,New Hampshire,45,    Information,4082.8
33000,New Hampshire,46,      Publishing industries (except Internet),1873
33000,New Hampshire,47,      Motion picture and sound recording industries,86.8
33000,New Hampshire,48,      Broadcasting (except Internet) and telecommunications,1593
33000,New Hampshire,49,"      Data processing, hosting, and other information services",535.9
33000,New Hampshire,50,"    Finance, insurance, real estate, rental, and leasing",16700.2
33000,New Hampshire,51,      Finance and insurance,5623.1
33000,New Hampshire,52,"        Monetary Authorities- central bank, credit intermediation, and related services",848.8
33000,New Hampshire,53,"        Securities, commodity contracts, and other financial investments and related activities",1249.5
33000,New Hampshire,54,        Insurance carriers and related activities,3458.7
33000,New Hampshire,55,"        Funds, trusts, and other financial vehicles",7.8
33000,New Hampshire,56,      Real estate and rental and leasing,11059.3
33000,New Hampshire,57,        Real estate,10301
33000,New Hampshire,58,        Rental and leasing services and lessors of nonfinancial intangible assets,766.1
33000,New Hampshire,59,    Professional and business services,10745.1
33000,New Hampshire,60,"      Professional, scientific, and technical services",6672.1
33000,New Hampshire,61,        Legal services,613.4
33000,New Hampshire,62,        Computer systems design and related services,2310.8
33000,New Hampshire,63,"        Miscellaneous professional, scientific, and technical services",3823.1
33000,New Hampshire,64,      Management of companies and enterprises,1453.6
33000,New Hampshire,65,      Administrative and support and waste management and remediation services,2640.7
33000,New Hampshire,66,        Administrative and support services,2400.6
33000,New Hampshire,67,        Waste management and remediation services,242.5
33000,New Hampshire,68,"    Educational services, health care, and social assistance",8744.4
33000,New Hampshire,69,      Educational services,1640.2
33000,New Hampshire,70,      Health care and social assistance,7112.1
33000,New Hampshire,71,        Ambulatory health care services,3770.8
33000,New Hampshire,72,        Hospitals,2318.1
33000,New Hampshire,73,        Nursing and residential care facilities,657.6
33000,New Hampshire,74,        Social assistance,389.6
33000,New Hampshire,75,"    Arts, entertainment, recreation, accommodation, and food services",2783.4
33000,New Hampshire,76,"      Arts, entertainment, and recreation",796.7
33000,New Hampshire,77,"        Performing arts, spectator sports, museums, and related activities",165.7
33000,New Hampshire,78,"        Amusement, gambling, and recreation industries",631.3
33000,New Hampshire,79,      Accommodation and food services,1985.3
33000,New Hampshire,80,        Accommodation,605.1
33000,New Hampshire,81,        Food services and drinking places,1378.8
33000,New Hampshire,82,    Other services (except government and government enterprises),1381.4
33000,New Hampshire,83,  Government and government enterprises,7516.5
33000,New Hampshire,84,    Federal civilian,1336.9
33000,New Hampshire,85,    Military,759.5
